,expense_per_sqft,gross_income_per_sqft,market_value_per_sqft,neighborhood,bbl
25328,8.01,20.54,97.35,FLATBUSH-LEFFERTS GARDEN,3050370003
25330,8.44,14.35,26.7,CROWN HEIGHTS,3013790019
25331,8.18,20.14,92.53,CROWN HEIGHTS,3013900068
25335,7.26,16.53,62.89,CROWN HEIGHTS,3013900077
25336,8.17,13.26,27.78,CROWN HEIGHTS,3013850028
25339,5.56,13.24,52.18,FLATBUSH-NORTH,3046470006
25340,5.45,13.89,39.93,OCEAN HILL,3014740056
25341,7.58,15.43,102.58,BEDFORD STUYVESANT,3018260030
25344,10.79,23.98,105.47,CROWN HEIGHTS,3012630068
25345,9.06,17.69,72.67,BEDFORD STUYVESANT,3018600059
25351,9.58,18.97,71.49,CLINTON HILL,3019600022
25368,7.71,17.62,93.41,WILLIAMSBURG-EAST,3027570034
25372,7.23,22.26,66.76,WILLIAMSBURG-EAST,3030420029
25399,14.73,26.77,96.33,GREENPOINT,3025120060
25404,8.41,13.58,35.43,BEDFORD STUYVESANT,3016620006
25408,9.1,15.9,78.91,OCEAN HILL,3014520051
25410,8.61,28.69,160.67,BUSHWICK,3032300002
25412,9.37,15.47,90.01,BROWNSVILLE,3036280001
25415,6.02,15.52,81.07,CYPRESS HILLS,3038860001
25430,5.8,11.05,33.09,FLATBUSH-CENTRAL,3050600001
25434,6.07,14.44,58.74,FLATBUSH-CENTRAL,3050790011
25435,6.07,14.44,58.74,FLATBUSH-CENTRAL,3050790017
25450,7.11,13.59,44.48,FLATBUSH-CENTRAL,3051490001
25457,7.05,13.85,50.97,FLATBUSH-CENTRAL,3051630019
25459,7.9,18.17,77.35,FLATBUSH-CENTRAL,3051610033
25460,8.44,15.85,79.13,FLATBUSH-CENTRAL,3052100017
25462,7.69,15.69,57.7,EAST NEW YORK,3038060021
25464,5.96,12.67,86.88,MIDWOOD,3075560053
25467,5.87,12.19,41.58,FLATBUSH-CENTRAL,3051210026
25472,5.85,11.02,32.54,FLATBUSH-CENTRAL,3052510038
25477,7.14,12.66,36.91,FLATBUSH-CENTRAL,3052480022
25480,4.81,9.43,27.0,FLATBUSH-CENTRAL,3052110011
25500,4.8,13.89,90.5,OCEAN PARKWAY-NORTH,3053550012
25504,4.86,15.12,73.11,KENSINGTON,3053270041
25513,7.34,15.62,59.63,BOROUGH PARK,3056300038
25525,9.35,17.66,62.12,OCEAN PARKWAY-NORTH,3054210035
25537,3.93,14.95,177.68,BOROUGH PARK,3055910033
25544,7.28,13.23,40.41,BENSONHURST,3055790071
25550,6.11,12.88,43.03,BOROUGH PARK,3053820033
25551,6.08,14.79,55.88,BOROUGH PARK,3052940056
25557,9.85,20.03,98.45,BOROUGH PARK,3056940035
25559,6.77,17.58,66.72,BENSONHURST,3061900032
25562,5.46,18.63,64.26,BAY RIDGE,3058480006
25564,10.65,26.64,127.98,BAY RIDGE,3058630071
25565,5.5,18.02,94.1,BAY RIDGE,3060480005
25566,7.37,16.35,65.6,BAY RIDGE,3058620028
25582,7.8,16.1,60.34,BAY RIDGE,3059380023
25586,8.3,20.24,92.45,BAY RIDGE,3059790046
25589,5.17,19.38,108.93,BAY RIDGE,3059170053
25591,6.44,16.96,81.48,BAY RIDGE,3060170038
25592,7.45,19.97,50.05,BAY RIDGE,3059790036
25610,7.66,17.13,57.81,BAY RIDGE,3061160001
25615,7.16,16.75,92.99,BAY RIDGE,3061200039
25616,7.38,15.27,31.05,BAY RIDGE,3061180042
25618,7.98,16.03,51.67,BENSONHURST,3061850038
25622,6.64,12.37,37.9,BENSONHURST,3063190001
25623,6.08,14.72,50.58,BENSONHURST,3063150027
25627,4.61,13.42,60.15,BENSONHURST,3063330070
25630,11.99,18.76,58.8,BATH BEACH,3063700032
25632,7.8,15.18,56.53,BATH BEACH,3064390046
25633,5.98,12.11,40.18,BATH BEACH,3063800062
25636,7.48,13.91,62.98,BENSONHURST,3062040001
25637,5.28,13.82,39.41,BATH BEACH,3063730017
25654,8.04,15.11,46.88,GRAVESEND,3065960082
25685,5.17,14.46,65.16,MIDWOOD,3067660014
25686,6.91,13.41,47.11,MIDWOOD,3076740047
25689,8.74,14.99,44.42,MADISON,3067800050
25696,9.55,20.93,42.71,OCEAN PARKWAY-NORTH,3066650025
25714,8.06,13.29,104.96,EAST NEW YORK,3037370001
25715,9.59,19.18,73.28,CONEY ISLAND,3070520014
25732,10.26,22.39,67.64,GRAVESEND,3068780048
25737,6.2,15.97,47.4,BRIGHTON BEACH,3086610078
25747,5.0,14.95,70.64,MADISON,3072990071
25758,6.28,10.79,28.08,SHEEPSHEAD BAY,3073800013
25775,6.63,14.35,54.04,SHEEPSHEAD BAY,3074410255
25788,8.19,20.43,87.91,MADISON,3073220061
25789,7.42,15.79,60.48,BRIGHTON BEACH,3072600045
25794,6.79,13.62,56.06,FLATBUSH-EAST,3049960002
25801,11.03,18.54,52.49,MIDWOOD,3067660030
25804,7.22,14.29,49.4,FLATBUSH-EAST,3076550045
25808,7.89,16.42,73.12,MIDWOOD,3067670026
25813,11.26,19.29,61.47,CANARSIE,3081280001
25816,8.73,16.15,53.97,FLATBUSH-EAST,3076360046
25817,9.0,17.65,64.6,FLATBUSH-EAST,3078080036
25818,8.35,19.41,84.85,FLATBUSH-EAST,3076170063
25821,8.96,14.73,57.29,BRIGHTON BEACH,3086610060
25824,7.47,17.2,63.69,BRIGHTON BEACH,3086820048
25826,9.09,16.01,71.41,BRIGHTON BEACH,3086830075
25829,6.36,14.25,77.74,BRIGHTON BEACH,3086860071
25833,5.36,15.15,69.79,BRIGHTON BEACH,3086880079
25838,8.95,16.01,48.34,BRIGHTON BEACH,3087170002
25843,5.48,13.51,54.98,BRIGHTON BEACH,3086920089
25844,4.89,15.44,75.7,BRIGHTON BEACH,3087220475
25848,7.91,16.43,57.63,SHEEPSHEAD BAY,3073720037
25861,8.91,32.25,238.22,LONG ISLAND CITY,4000210035
25864,6.94,10.25,72.83,SUNNYSIDE,4001610026
25879,7.81,21.16,61.62,SUNNYSIDE,4001940017
25889,10.68,19.77,128.66,SUNNYSIDE,4001490001
25895,9.55,18.23,82.83,SUNNYSIDE,4001910030
25899,8.39,19.13,119.96,LONG ISLAND CITY,4003730012
25901,11.06,21.2,138.84,ASTORIA,4005150031
25903,12.57,23.72,89.19,ASTORIA,4005690003
25904,7.89,24.0,101.88,ASTORIA,4006170015
25907,7.65,24.83,137.08,ASTORIA,4005730046
25909,11.07,19.53,64.99,ASTORIA,4006850007
25910,8.99,20.52,122.45,ASTORIA,4007020077
25911,10.1,21.57,100.23,ASTORIA,4006610009
25915,10.67,19.49,148.86,ASTORIA,4008850001
25919,8.65,20.28,126.64,JACKSON HEIGHTS,4011270040
25922,9.98,20.27,117.94,WOODSIDE,4012990024
25923,9.5,20.31,90.02,WOODSIDE,4013000040
25941,6.07,14.41,80.36,SUNNYSIDE,4001290070
25960,7.9,15.59,92.67,JACKSON HEIGHTS,4012710041
25968,7.72,17.13,69.68,JACKSON HEIGHTS,4012720025
25978,7.52,16.75,49.6,JACKSON HEIGHTS,4012900061
25979,7.03,16.22,49.47,JACKSON HEIGHTS,4012900067
26017,7.06,14.99,89.87,JACKSON HEIGHTS,4012920069
26023,7.4,14.2,73.22,WOODSIDE,4013330086
26056,8.89,16.62,97.38,JACKSON HEIGHTS,4014530010
26057,9.21,17.58,83.19,JACKSON HEIGHTS,4014550055
26063,13.17,22.63,90.87,JACKSON HEIGHTS,4014440001
26068,5.84,14.1,87.35,JACKSON HEIGHTS,4014560022
26072,8.93,17.39,79.31,JACKSON HEIGHTS,4014750001
26087,9.68,17.69,106.83,ELMHURST,4015250018
26088,9.07,16.86,113.2,ELMHURST,4013050001
26092,7.74,15.62,91.09,ELMHURST,4015090057
26101,6.94,14.89,103.19,ELMHURST,4014950052
26110,7.65,15.51,117.28,ELMHURST,4015550027
26114,9.21,17.32,73.59,ELMHURST,4015640034
26119,7.83,18.81,93.33,CORONA,4020040043
26124,8.5,18.53,98.39,CORONA,4019370001
26131,13.21,22.36,76.39,FAR ROCKAWAY,4157800020
26176,9.82,18.97,58.55,FOREST HILLS,4021350013
26188,9.67,20.11,110.76,CORONA,4017860017
26194,7.78,17.34,66.19,FOREST HILLS,4022140040
26225,10.35,18.37,85.12,FOREST HILLS,4032580023
26230,9.6,20.38,105.87,FOREST HILLS,4033410001
26234,11.42,21.32,130.04,SUNNYSIDE,4001700021
26236,9.02,15.76,94.28,BAYSIDE,4058630250
26238,10.59,17.04,55.23,MASPETH,4023740160
26248,6.79,17.71,88.69,REGO PARK,4030800001
26258,6.79,18.88,99.16,REGO PARK,4030780085
26259,11.6,19.68,70.47,CORONA,4016310041
26285,10.37,19.38,157.4,REGO PARK,4031690021
26302,12.48,21.11,63.92,CORONA,4019860001
26310,10.0,21.02,100.19,FOREST HILLS,4032930074
26315,6.19,16.27,73.54,FOREST HILLS,4021370046
26332,9.11,14.89,40.97,KEW GARDENS,4033240050
26334,7.32,19.15,133.36,KEW GARDENS,4033380070
26335,5.46,17.07,85.91,KEW GARDENS,4033290073
26336,9.48,18.92,85.24,KEW GARDENS,4092300066
26368,9.02,18.84,53.02,FLUSHING-NORTH,4053850007
26369,7.32,15.58,59.41,JACKSON HEIGHTS,4014550041
26406,12.65,24.78,111.34,FLUSHING-NORTH,4048070041
26410,9.24,15.14,42.08,FLUSHING-NORTH,4051810006
26412,8.17,20.51,53.6,FLUSHING-NORTH,4053740007
26414,6.82,16.84,132.73,FLUSHING-NORTH,4049940070
26416,8.75,16.53,93.93,FLUSHING-NORTH,4049560013
26443,7.87,16.92,44.61,FLUSHING-NORTH,4050420001
26467,7.0,15.87,80.78,FLUSHING-NORTH,4050050045
26477,8.02,15.92,59.04,FLUSHING-NORTH,4054220056
26490,9.45,17.16,58.4,FLUSHING-NORTH,4054160044
26495,6.66,24.42,142.04,FLUSHING-NORTH,4049770021
26515,8.96,19.06,80.98,BAYSIDE,4061720001
26527,10.72,23.35,124.02,BAYSIDE,4062600001
26534,10.22,18.4,61.8,BAYSIDE,4062600032
26543,7.77,16.74,55.6,FLUSHING-NORTH,4051950018
26545,8.12,15.94,63.81,KEW GARDENS,4033580001
26574,6.52,18.12,87.33,FLUSHING-SOUTH,4068250005
26582,8.82,20.99,99.86,JAMAICA,4097620001
26591,10.49,23.21,90.17,FLUSHING-NORTH,4052850010
26645,11.09,24.64,108.38,ASTORIA,4008940030
26667,12.02,22.08,110.07,BRIARWOOD,4097100094
26688,8.17,18.11,93.51,JAMAICA,4098030015
26692,12.31,24.78,143.84,JAMAICA,4102190001
26695,8.55,16.92,49.68,JAMAICA,4098020058
26698,8.64,22.75,129.32,JAMAICA,4098180049
26705,10.47,20.9,58.9,HOLLIS,4108200068
26708,11.59,21.57,135.42,JAMAICA ESTATES,4098840032
26711,7.79,15.64,48.24,SO. JAMAICA-BAISLEY PARK,4123520498
26721,7.18,15.45,47.76,WOODHAVEN,4089320033
26731,9.83,17.61,63.14,SOUTH OZONE PARK,4116000026
26737,8.16,19.01,85.73,ASTORIA,4006730042
26740,9.4,18.84,49.88,FAR ROCKAWAY,4155430035
26741,9.76,17.6,56.64,FAR ROCKAWAY,4155560063
26743,9.94,18.75,69.74,FAR ROCKAWAY,4156250001
26744,8.56,16.87,62.31,FAR ROCKAWAY,4156630009
26746,10.67,18.29,33.66,FAR ROCKAWAY,4156280036
26754,6.24,13.37,107.93,NEW BRIGHTON,5000030015
26756,8.81,16.91,59.78,NEW BRIGHTON-ST. GEORGE,5000080025
26763,8.82,16.39,55.39,GRYMES HILL,5005890053
26764,8.26,17.91,73.02,CONCORD-FOX HILLS,5029220150
26765,11.54,17.97,74.66,CONCORD,5006400001
26767,9.92,18.36,66.62,STAPLETON-CLIFTON,5028670266
26768,7.59,18.62,83.7,ROSEBANK,5030300082
26772,8.81,15.17,65.16,DONGAN HILLS,5033310012
26776,10.58,39.34,286.04,FINANCIAL,1000210006
26788,9.72,41.52,211.31,LOWER EAST SIDE,1002740014
26808,6.1,22.8,194.05,LOWER EAST SIDE,1003360005
26815,7.88,40.44,202.53,LOWER EAST SIDE,1002940022
26829,16.64,42.28,292.15,LOWER EAST SIDE,1003500067
26851,13.35,44.56,336.29,ALPHABET CITY,1003940001
26859,10.72,30.0,226.79,ALPHABET CITY,1003920017
26866,19.01,40.6,382.22,ALPHABET CITY,1004010019
26878,6.95,25.75,145.66,ALPHABET CITY,1003900020
26884,16.61,33.78,138.22,ALPHABET CITY,1003850018
26887,12.31,47.43,346.48,ALPHABET CITY,1004000012
26897,9.95,28.51,186.5,LOWER EAST SIDE,1004130004
26900,15.14,49.44,280.36,LOWER EAST SIDE,1004160057
26909,19.19,40.39,219.47,ALPHABET CITY,1003970007
26911,7.14,44.52,275.92,ALPHABET CITY,1003720041
26913,16.42,43.93,340.51,EAST VILLAGE,1004360016
26915,16.57,51.96,329.66,EAST VILLAGE,1004440019
26916,15.74,45.59,305.01,EAST VILLAGE,1004570029
26920,20.47,55.49,293.82,EAST VILLAGE,1004440029
26921,18.02,53.61,341.74,EAST VILLAGE,1004460028
26923,14.69,46.87,326.05,EAST VILLAGE,1004500042
26927,15.12,45.07,355.02,EAST VILLAGE,1004520025
26929,14.95,37.65,347.01,EAST VILLAGE,1004680045
26930,15.34,35.56,260.26,EAST VILLAGE,1004540029
26940,20.04,52.77,333.0,SOHO,1004760042
26954,11.14,51.82,425.71,SOHO,1004890017
26961,13.09,94.95,644.83,SOHO,1002310005
26962,25.67,75.54,398.53,GREENWICH VILLAGE-WEST,1005900034
26966,13.27,44.42,330.26,SOHO,1005030004
26967,18.09,52.04,334.39,SOHO,1005030005
26971,16.45,60.81,356.97,LITTLE ITALY,1004940006
26982,16.4,55.92,377.69,GREENWICH VILLAGE-CENTRAL,1005430062
26983,13.33,45.11,382.8,GREENWICH VILLAGE-CENTRAL,1005740005
26998,23.22,66.66,364.24,SOHO,1005180036
27014,10.21,30.75,431.2,GREENWICH VILLAGE-WEST,1006140010
27028,19.51,62.25,397.7,GREENWICH VILLAGE-CENTRAL,1005370037
27034,13.44,47.29,323.09,GREENWICH VILLAGE-WEST,1006230056
27065,13.99,48.01,369.37,GREENWICH VILLAGE-CENTRAL,1005480070
27082,21.64,50.43,273.78,GREENWICH VILLAGE-CENTRAL,1005730009
27083,24.07,64.27,444.33,GREENWICH VILLAGE-CENTRAL,1005560026
27087,12.11,50.24,435.26,GREENWICH VILLAGE-CENTRAL,1005730031
27102,10.49,42.95,364.48,GREENWICH VILLAGE-WEST,1005900033
27111,14.36,64.79,419.66,GREENWICH VILLAGE-WEST,1005910051
27118,19.78,55.84,545.6,GREENWICH VILLAGE-WEST,1006060071
27125,14.33,36.18,180.33,HARLEM-CENTRAL,1018290050
27126,18.1,33.67,461.0,GREENWICH VILLAGE-WEST,1005270053
27131,16.77,48.92,422.53,GREENWICH VILLAGE-WEST,1006040033
27138,15.22,62.67,448.37,GREENWICH VILLAGE-WEST,1006100054
27143,25.13,58.26,431.09,GREENWICH VILLAGE-WEST,1006160027
27163,21.8,61.8,321.72,GREENWICH VILLAGE-WEST,1005900050
27190,18.29,42.48,381.66,GREENWICH VILLAGE-WEST,1006330058
27193,9.28,37.72,386.73,GREENWICH VILLAGE-WEST,1006420004
27199,13.19,33.3,181.1,HARLEM-CENTRAL,1018290038
27230,19.52,69.4,232.58,CHELSEA,1007660028
27233,24.86,57.22,280.22,CHELSEA,1007420054
27237,13.88,44.53,330.0,CHELSEA,1007640061
27248,11.76,47.98,320.7,CHELSEA,1007430038
27269,45.29,94.47,699.63,FASHION,1008040017
27273,9.11,39.93,279.68,FASHION,1007610022
27274,9.79,32.26,436.67,FASHION,1008330075
27276,20.64,37.14,305.49,JAVITS CENTER,1007370031
27279,19.45,52.37,400.17,CHELSEA,1007640069
27300,22.48,62.21,389.45,CHELSEA,1007440043
27349,17.23,47.1,551.13,FLATIRON,1008460001
27375,15.25,44.86,371.73,CLINTON,1010550016
27407,10.88,45.63,215.03,GRAMERCY,1008960007
27411,14.44,56.95,448.99,GRAMERCY,1008740036
27446,15.1,43.61,254.42,MURRAY HILL,1008860036
27500,16.89,46.35,195.42,GRAMERCY,1009060050
27510,15.15,40.72,318.5,MURRAY HILL,1009110008
27525,18.32,48.17,343.68,KIPS BAY,1009240060
27537,15.67,38.87,186.73,MIDTOWN WEST,1010070061
27549,13.84,47.73,272.8,MIDTOWN WEST,1010410060
27551,23.02,55.29,259.7,MIDTOWN WEST,1010320101
27552,19.77,52.54,356.71,MIDTOWN WEST,1010410003
27553,14.14,39.9,288.61,MIDTOWN WEST,1010420060
27561,9.9,42.54,262.74,MIDTOWN WEST,1010380027
27563,11.38,42.94,254.05,MIDTOWN WEST,1010410064
27578,11.09,38.94,224.18,MIDTOWN WEST,1010450029
27580,12.12,33.66,173.38,CLINTON,1010550020
27582,13.81,41.24,270.1,CLINTON,1010720029
27593,16.2,40.69,271.92,CLINTON,1010560009
27600,16.95,43.93,223.96,CLINTON,1010580104
27601,12.26,24.18,91.62,CLINTON,1010580010
27603,9.92,31.48,173.62,CLINTON,1010780060
27605,13.99,30.07,126.9,CLINTON,1010660021
27609,14.65,43.56,232.71,CLINTON,1010620048
27612,13.34,40.6,155.68,CLINTON,1010650039
27617,14.41,46.66,242.36,CLINTON,1010640002
27621,9.13,39.7,279.33,CLINTON,1010750050
27623,12.04,38.97,159.42,CLINTON,1010760028
27629,13.61,50.0,302.24,UPPER WEST SIDE (59-79),1011200038
27671,14.22,45.85,219.03,UPPER WEST SIDE (59-79),1011270146
27689,12.32,42.66,147.6,UPPER WEST SIDE (59-79),1011280040
27725,17.27,51.62,350.01,UPPER EAST SIDE (79-96),1015020052
27748,8.72,38.48,203.33,UPPER WEST SIDE (59-79),1011850030
27770,10.08,39.1,287.89,UPPER WEST SIDE (79-96),1011990051
27775,14.07,51.79,180.74,UPPER WEST SIDE (79-96),1012120001
27788,12.1,44.83,263.4,MANHATTAN VALLEY,1018390045
27812,14.43,38.4,192.83,UPPER WEST SIDE (79-96),1011980052
27814,11.26,46.49,441.35,UPPER WEST SIDE (79-96),1012290008
27819,12.56,46.52,273.34,UPPER WEST SIDE (79-96),1011990001
27823,14.61,52.17,302.39,UPPER WEST SIDE (79-96),1012410035
27826,11.82,29.54,139.58,UPPER WEST SIDE (79-96),1012140062
27861,14.94,42.69,223.3,UPPER WEST SIDE (79-96),1012430136
27862,19.07,50.72,266.56,UPPER WEST SIDE (79-96),1012310037
27985,9.16,52.72,398.45,MIDTOWN EAST,1013260029
28142,10.76,59.6,403.35,UPPER WEST SIDE (59-79),1011230001
28159,6.65,37.35,418.83,UPPER EAST SIDE (59-79),1013920026
28236,18.89,45.25,399.42,UPPER EAST SIDE (59-79),1014280008
28261,14.3,48.8,340.53,UPPER EAST SIDE (59-79),1014150009
28285,9.54,43.32,279.71,UPPER EAST SIDE (59-79),1014320030
28301,14.56,52.76,481.68,UPPER EAST SIDE (59-79),1014410030
28353,18.58,47.66,275.08,UPPER EAST SIDE (59-79),1014720011
28356,11.45,55.22,302.08,UPPER EAST SIDE (59-79),1014730011
28361,16.53,56.2,480.33,UPPER EAST SIDE (59-79),1014720029
28497,22.27,72.02,385.77,UPPER EAST SIDE (79-96),1015110060
28516,11.32,48.15,296.51,UPPER EAST SIDE (79-96),1015460001
28553,9.47,40.07,180.88,UPPER EAST SIDE (79-96),1015550012
28566,16.56,47.19,403.5,UPPER EAST SIDE (79-96),1015430038
28568,17.92,44.03,294.63,UPPER EAST SIDE (79-96),1015120010
28573,16.66,37.36,250.69,UPPER EAST SIDE (79-96),1015270021
28576,18.32,51.65,249.76,UPPER EAST SIDE (79-96),1015290012
28579,17.89,52.97,335.31,UPPER EAST SIDE (79-96),1015310013
28587,9.77,24.2,132.94,UPPER EAST SIDE (79-96),1015390008
28602,12.05,56.3,400.57,UPPER EAST SIDE (79-96),1015350017
28609,13.23,37.62,195.96,UPPER EAST SIDE (79-96),1015490001
28611,21.42,44.43,271.16,UPPER EAST SIDE (79-96),1015570007
28612,19.22,41.4,257.07,UPPER EAST SIDE (79-96),1015570005
28620,17.85,46.84,242.98,UPPER EAST SIDE (79-96),1015460018
28629,11.32,38.73,298.87,UPPER EAST SIDE (79-96),1015480008
28634,16.65,43.38,215.45,UPPER EAST SIDE (79-96),1015340022
28637,13.57,47.85,288.29,UPPER EAST SIDE (79-96),1015530021
28645,15.86,31.77,258.91,UPPER EAST SIDE (79-96),1015550016
28646,15.44,40.54,245.77,UPPER EAST SIDE (79-96),1015550041
28647,9.05,29.02,92.71,UPPER EAST SIDE (96-110),1016100013
28652,14.7,48.53,196.05,UPPER EAST SIDE (79-96),1015620035
28660,8.48,42.97,267.99,UPPER EAST SIDE (79-96),1015650013
28662,11.31,42.96,284.72,UPPER EAST SIDE (79-96),1015820045
28669,17.16,48.67,302.36,UPPER EAST SIDE (79-96),1015640012
28675,10.95,41.98,359.47,UPPER EAST SIDE (79-96),1015670044
28746,15.46,38.31,182.44,UPPER EAST SIDE (96-110),1016030025
28754,19.09,29.24,114.21,HARLEM-CENTRAL,1019220013
28755,12.12,22.8,83.86,HARLEM-EAST,1016440069
28756,10.8,20.77,76.88,HARLEM-EAST,1016230035
28761,11.73,19.86,63.28,HARLEM-EAST,1016280004
28765,8.23,16.46,59.92,HARLEM-EAST,1016380052
28769,15.5,37.7,216.99,HARLEM-EAST,1016800011
28772,12.94,20.54,133.17,HARLEM-EAST,1016720001
28780,12.08,27.19,228.92,HARLEM-CENTRAL,1019180036
28785,6.26,12.78,43.67,HARLEM-CENTRAL,1017350025
28786,11.67,38.34,57.44,HARLEM-CENTRAL,1017600101
28789,14.75,27.74,84.23,HARLEM-EAST,1016220017
28790,7.58,16.14,62.0,HARLEM-CENTRAL,1018310040
28792,10.16,19.25,68.87,HARLEM-CENTRAL,1017530069
28796,8.65,18.29,69.99,HARLEM-EAST,1018060041
28799,12.03,28.06,135.15,HARLEM-CENTRAL,1017670022
28804,7.41,21.27,109.33,HARLEM-CENTRAL,1019440055
28818,9.6,19.88,78.47,HARLEM-CENTRAL,1018310043
28830,9.69,29.1,153.67,UPPER EAST SIDE (96-110),1016070003
28838,15.12,34.24,226.92,MANHATTAN VALLEY,1018430020
28849,11.95,24.02,63.19,UPPER WEST SIDE (96-116),1018630049
28901,8.81,30.95,252.97,UPPER WEST SIDE (96-116),1018800040
28944,9.61,25.17,116.82,UPPER WEST SIDE (96-116),1018930023
28953,12.32,27.92,86.26,MANHATTAN VALLEY,1018480036
28987,11.14,20.65,58.92,HARLEM-WEST,1019670069
29000,6.87,17.17,77.28,HARLEM-WEST,1019990036
29012,11.58,24.2,34.25,HARLEM-WEST,1019870033
29021,12.55,26.79,145.49,MORNINGSIDE HEIGHTS,1019930033
29030,8.5,17.02,126.31,HARLEM-UPPER,1020750036
29037,13.96,18.14,288.38,HARLEM-CENTRAL,1020260033
29038,7.41,19.98,45.8,HARLEM-CENTRAL,1020100011
29039,8.74,20.64,143.06,HARLEM-CENTRAL,1020120042
29043,13.18,25.03,88.61,HARLEM-CENTRAL,1020330038
29053,10.46,23.44,118.65,HARLEM-CENTRAL,1020510054
29057,9.79,21.28,106.15,HARLEM-UPPER,1020680074
29076,6.01,18.27,93.45,HARLEM-UPPER,1020980040
29083,9.1,17.49,53.72,HARLEM-UPPER,1020620062
29089,9.3,22.62,104.39,HARLEM-UPPER,1020720006
29101,11.19,20.64,72.79,HARLEM-CENTRAL,1020450069
29109,13.58,28.93,120.61,HARLEM-UPPER,1020800027
29117,8.85,16.47,48.51,HARLEM-UPPER,1020990011
29121,6.04,21.11,118.73,HARLEM-UPPER,1020870038
29128,6.81,18.2,86.73,WASHINGTON HEIGHTS LOWER,1021080003
29148,10.23,20.82,81.72,WASHINGTON HEIGHTS LOWER,1021190048
29160,8.86,19.25,113.92,WASHINGTON HEIGHTS LOWER,1021420022
29161,11.46,21.25,75.83,WASHINGTON HEIGHTS LOWER,1021270039
29164,11.43,20.73,117.85,WASHINGTON HEIGHTS UPPER,1021520061
29170,8.82,18.67,75.5,WASHINGTON HEIGHTS LOWER,1021390204
29175,8.55,17.13,38.07,WASHINGTON HEIGHTS LOWER,1021360120
29178,7.82,18.59,110.19,WASHINGTON HEIGHTS LOWER,1021390295
29180,7.8,16.91,123.51,WASHINGTON HEIGHTS LOWER,1021390268
29183,6.73,17.0,105.7,WASHINGTON HEIGHTS LOWER,1021420100
29187,11.39,20.49,33.93,WASHINGTON HEIGHTS UPPER,1021590012
29189,9.32,21.21,92.81,WASHINGTON HEIGHTS UPPER,1021630032
29202,7.01,11.0,72.74,WASHINGTON HEIGHTS UPPER,1021740211
29204,8.47,20.75,82.91,WASHINGTON HEIGHTS UPPER,1021770130
29207,11.41,22.93,82.93,WASHINGTON HEIGHTS UPPER,1021800090
29214,10.3,17.65,55.55,WASHINGTON HEIGHTS UPPER,1021530001
29215,5.58,18.5,126.7,WASHINGTON HEIGHTS UPPER,1021800400
29227,8.33,22.94,109.7,WASHINGTON HEIGHTS UPPER,1021800530
29250,10.31,23.09,97.55,WASHINGTON HEIGHTS UPPER,1021710028
29252,8.82,17.76,66.49,INWOOD,1022370045
29256,8.59,19.2,52.21,INWOOD,1022260016
29282,8.55,14.26,35.33,MOTT HAVEN/PORT MORRIS,2025510064
29284,7.34,13.93,49.75,MELROSE/CONCOURSE,2024270001
29285,8.02,13.35,25.32,MELROSE/CONCOURSE,2024000015
29288,7.96,13.27,36.7,MORRISANIA/LONGWOOD,2023820005
29289,11.01,18.2,54.86,MELROSE/CONCOURSE,2024660032
29295,7.96,15.73,98.43,MELROSE/CONCOURSE,2024530030
29298,7.19,11.78,30.06,MELROSE/CONCOURSE,2024610022
29299,7.07,11.06,27.53,MELROSE/CONCOURSE,2024760047
29300,5.53,11.28,37.18,MELROSE/CONCOURSE,2024420034
29302,6.37,10.46,26.25,MELROSE/CONCOURSE,2024560150
29303,6.74,10.25,60.76,MELROSE/CONCOURSE,2024570001
29306,7.28,11.43,25.91,MELROSE/CONCOURSE,2024730055
29307,6.72,13.39,45.9,MELROSE/CONCOURSE,2024820040
29310,5.06,12.65,65.04,MELROSE/CONCOURSE,2024770029
29314,9.07,14.61,33.96,HIGHBRIDGE/MORRIS HEIGHTS,2025100006
29315,10.68,17.37,50.43,HIGHBRIDGE/MORRIS HEIGHTS,2025150031
29322,6.94,11.98,27.23,HIGHBRIDGE/MORRIS HEIGHTS,2025350001
29325,7.69,14.38,47.59,MELROSE/CONCOURSE,2024660001
29327,6.97,11.06,26.06,HIGHBRIDGE/MORRIS HEIGHTS,2028740033
29331,6.95,11.27,23.56,MORRISANIA/LONGWOOD,2026070047
29336,10.0,16.04,44.38,MORRISANIA/LONGWOOD,2027070068
29338,6.04,10.95,27.0,MORRISANIA/LONGWOOD,2026080033
29339,5.03,8.98,22.97,HIGHBRIDGE/MORRIS HEIGHTS,2028790235
29343,9.95,21.63,92.45,MORRISANIA/LONGWOOD,2027070085
29344,9.61,15.42,49.09,MORRISANIA/LONGWOOD,2026910067
29349,7.6,15.92,25.25,MORRISANIA/LONGWOOD,2027060050
29351,8.47,17.41,21.34,MORRISANIA/LONGWOOD,2026430053
29354,9.73,16.61,51.26,MORRISANIA/LONGWOOD,2026800017
29356,4.16,13.56,69.83,MORRISANIA/LONGWOOD,2027490020
29357,9.66,14.64,35.64,MORRISANIA/LONGWOOD,2029870010
29359,9.57,15.69,23.32,HUNTS POINT,2027630158
29360,6.84,12.02,34.5,BELMONT,2031140072
29361,5.75,11.43,37.02,HIGHBRIDGE/MORRIS HEIGHTS,2025360005
29364,6.27,13.39,43.35,HUNTS POINT,2027400007
29376,6.95,12.63,38.23,HIGHBRIDGE/MORRIS HEIGHTS,2028760014
