,expense_per_sqft,gross_income_per_sqft,market_value_per_sqft,neighborhood,bbl
5996,9.03,27.46,140.37,UPPER EAST SIDE (59-79),1013840010
5997,9.7,32.05,170.17,UPPER EAST SIDE (59-79),1013840026
6001,10.0,29.24,146.52,UPPER EAST SIDE (59-79),1013840065
6023,15.08,38.58,178.95,UPPER EAST SIDE (59-79),1013880008
6029,13.29,35.3,167.6,UPPER EAST SIDE (59-79),1013890036
6034,11.33,35.57,184.59,UPPER EAST SIDE (59-79),1013900023
6037,13.25,35.33,168.19,UPPER EAST SIDE (59-79),1013900037
6040,12.4,34.67,169.57,UPPER EAST SIDE (59-79),1013910034
6042,11.22,36.0,188.7,UPPER EAST SIDE (59-79),1013910045
6046,7.75,32.1,185.42,UPPER EAST SIDE (59-79),1013920001
6047,10.63,35.92,192.61,UPPER EAST SIDE (59-79),1013920028
6048,12.83,39.33,201.8,UPPER EAST SIDE (59-79),1013920030
6049,11.91,37.18,192.43,UPPER EAST SIDE (59-79),1013920036
6050,11.1,36.11,190.46,UPPER EAST SIDE (59-79),1013920040
6051,9.53,32.85,177.6,UPPER EAST SIDE (59-79),1013920046
6052,11.44,41.32,227.53,UPPER EAST SIDE (59-79),1013920069
6053,9.47,34.16,188.02,UPPER EAST SIDE (59-79),1013920070
6054,13.29,33.57,154.41,UPPER EAST SIDE (59-79),1013930009
6055,12.79,39.77,205.48,UPPER EAST SIDE (59-79),1013930027
6056,11.7,41.96,230.43,UPPER EAST SIDE (59-79),1013930033
6057,13.32,40.57,207.56,UPPER EAST SIDE (59-79),1013930038
6058,12.3,33.84,163.95,UPPER EAST SIDE (59-79),1013930043
6059,10.54,32.86,169.97,UPPER EAST SIDE (59-79),1013930052
6269,7.98,24.05,121.13,UPPER EAST SIDE (79-96),1014920011
6287,14.34,42.95,217.86,UPPER EAST SIDE (79-96),1014960001
6342,7.62,23.5,119.23,UPPER EAST SIDE (79-96),1015050001
6391,23.38,63.57,306.07,UPPER EAST SIDE (79-96),1015110059
6486,6.33,30.65,185.19,UPPER EAST SIDE (79-96),1015340006
6539,11.39,49.05,286.78,UPPER EAST SIDE (79-96),1015540023
6569,19.32,44.06,188.39,UPPER EAST SIDE (79-96),1015660014
6573,16.34,41.69,193.08,UPPER EAST SIDE (79-96),1015660034
6675,13.37,25.51,92.31,HARLEM-EAST,1016450015
6676,8.7,28.45,150.42,HARLEM-EAST,1016450050
6679,5.48,12.25,23.84,HARLEM-EAST,1017010001
6691,10.48,32.02,164.01,HARLEM-CENTRAL,1017360027
6710,5.52,9.32,22.32,HARLEM-CENTRAL,1018230010
6712,6.06,9.83,23.18,HARLEM-CENTRAL,1018230063
6714,8.38,16.23,54.29,HARLEM-CENTRAL,1018240014
6716,5.5,10.34,18.36,HARLEM-CENTRAL,1018250001
6726,9.15,29.34,140.18,MANHATTAN VALLEY,1018320006
6733,8.82,23.57,110.84,MANHATTAN VALLEY,1018370029
6737,6.8,15.44,58.91,MANHATTAN VALLEY,1018400037
6738,7.37,13.64,41.04,MANHATTAN VALLEY,1018400057
6739,11.68,27.47,113.22,MANHATTAN VALLEY,1018410009
6740,6.13,11.78,35.04,MANHATTAN VALLEY,1018410023
6742,8.58,21.53,81.67,MANHATTAN VALLEY,1018420013
6743,6.42,12.33,37.28,MANHATTAN VALLEY,1018420022
6744,6.42,12.33,37.28,MANHATTAN VALLEY,1018420023
6745,6.58,13.38,44.2,MANHATTAN VALLEY,1018420024
6746,6.58,13.38,44.2,MANHATTAN VALLEY,1018420025
6747,6.02,13.25,46.88,MANHATTAN VALLEY,1018420040
6750,6.51,12.76,39.94,MANHATTAN VALLEY,1018430059
6752,7.36,13.71,41.62,MANHATTAN VALLEY,1018440024
6755,6.32,13.71,48.4,MANHATTAN VALLEY,1018460027
6756,6.11,16.62,64.26,MANHATTAN VALLEY,1018490002
6757,6.35,17.21,64.1,MANHATTAN VALLEY,1018490023
6758,7.38,15.85,58.22,MANHATTAN VALLEY,1018490038
6766,9.83,17.85,56.9,UPPER WEST SIDE (96-116),1018610008
6826,7.48,16.13,59.66,UPPER WEST SIDE (96-116),1018880076
6885,7.44,15.99,58.88,HARLEM-CENTRAL,1019290029
6937,7.61,14.22,43.94,HARLEM-CENTRAL,1020060049
6939,7.09,16.06,61.86,HARLEM-CENTRAL,1020100024
6940,7.2,15.66,57.93,HARLEM-CENTRAL,1020110016
6943,7.79,15.68,53.99,HARLEM-CENTRAL,1020300017
6944,7.77,15.65,53.85,HARLEM-CENTRAL,1020300021
6945,10.23,18.8,30.89,HARLEM-CENTRAL,1020310054
6961,6.28,13.02,43.44,HARLEM-UPPER,1020580029
6963,7.39,14.45,47.11,HARLEM-UPPER,1020600044
6964,6.9,14.96,54.39,HARLEM-UPPER,1020600046
6966,6.18,13.87,50.69,HARLEM-UPPER,1020610032
6980,6.9,12.51,35.58,HARLEM-WEST,1020700029
6981,6.87,15.59,59.52,HARLEM-WEST,1020700037
7026,8.16,16.63,57.38,HARLEM-UPPER,1020860054
7028,7.15,16.44,64.49,HARLEM-UPPER,1020870050
7029,7.5,13.55,39.41,HARLEM-UPPER,1020870078
7030,8.48,16.88,47.64,HARLEM-UPPER,1020890031
7031,6.6,13.71,46.56,HARLEM-UPPER,1020900019
7032,5.87,11.34,33.38,HARLEM-UPPER,1020990036
7086,4.96,13.46,55.45,WASHINGTON HEIGHTS LOWER,1021420130
7087,9.01,19.6,76.8,WASHINGTON HEIGHTS LOWER,1021420136
7089,6.85,11.25,27.66,WASHINGTON HEIGHTS LOWER,1021450036
7090,7.29,13.22,38.47,WASHINGTON HEIGHTS LOWER,1021450038
7242,5.02,8.05,17.08,MORRISANIA/LONGWOOD,2026690050
7269,8.47,13.52,33.0,MOUNT HOPE/MOUNT EDEN,2027910052
7285,6.17,9.49,18.77,HIGHBRIDGE/MORRIS HEIGHTS,2028680121
7286,5.67,7.91,12.64,HIGHBRIDGE/MORRIS HEIGHTS,2028690143
7287,6.2,9.56,19.06,HIGHBRIDGE/MORRIS HEIGHTS,2028700007
7288,5.13,8.14,16.91,HIGHBRIDGE/MORRIS HEIGHTS,2028720001
7289,5.81,8.01,12.42,HIGHBRIDGE/MORRIS HEIGHTS,2028760001
7291,5.01,7.86,16.04,HIGHBRIDGE/MORRIS HEIGHTS,2028780061
7295,4.69,9.5,27.2,CROTONA PARK,2029480025
7296,5.12,9.19,22.96,CROTONA PARK,2029480028
7298,4.02,7.57,19.96,MORRISANIA/LONGWOOD,2029620044
7299,6.82,10.06,18.8,CROTONA PARK,2029660017
7302,5.68,9.6,22.22,EAST TREMONT,2029920018
7344,5.89,12.53,42.19,EAST TREMONT,2031300100
7345,7.62,14.42,45.39,EAST TREMONT,2031310020
7417,6.51,12.98,41.27,BEDFORD PARK/NORWOOD,2033260045
7508,9.61,19.84,74.38,CITY ISLAND,2056280008
7619,8.66,26.57,117.44,DOWNTOWN-FULTON MALL,3001730039
7621,7.13,22.87,94.32,BOERUM HILL,3001780054
7622,10.58,26.78,104.7,BOERUM HILL,3001810039
7623,8.61,26.76,136.77,BOERUM HILL,3001850048
7624,3.94,10.92,42.06,BOERUM HILL,3001970022
7625,7.45,16.66,64.14,DOWNTOWN-FULTON FERRY,3002000005
7626,9.13,23.62,76.5,DOWNTOWN-FULTON FERRY,3002020001
7627,7.56,16.91,65.37,BROOKLYN HEIGHTS,3002080319
7628,6.81,22.45,116.44,BROOKLYN HEIGHTS,3002080331
7629,7.51,16.78,64.75,BROOKLYN HEIGHTS,3002080501
7630,7.28,20.3,95.11,BROOKLYN HEIGHTS,3002080508
7631,6.89,13.43,42.66,BROOKLYN HEIGHTS,3002120001
7632,8.37,23.43,113.02,BROOKLYN HEIGHTS,3002160003
7633,7.71,20.11,71.14,BROOKLYN HEIGHTS,3002170001
7634,7.3,17.53,72.28,BROOKLYN HEIGHTS,3002190005
7635,8.55,23.9,115.58,BROOKLYN HEIGHTS,3002210033
7636,8.83,24.29,103.65,BROOKLYN HEIGHTS,3002260001
7637,8.94,24.93,68.89,BROOKLYN HEIGHTS,3002260006
7638,9.59,20.46,79.5,BROOKLYN HEIGHTS,3002260010
7640,7.31,22.71,114.87,BROOKLYN HEIGHTS,3002260018
7641,7.32,20.42,95.79,BROOKLYN HEIGHTS,3002290001
7642,7.43,23.04,103.65,BROOKLYN HEIGHTS,3002290006
7644,9.44,24.4,111.94,BROOKLYN HEIGHTS,3002310017
7645,8.56,20.92,54.24,BROOKLYN HEIGHTS,3002310019
7646,7.15,23.46,65.76,BROOKLYN HEIGHTS,3002310030
7647,8.92,19.04,67.42,BROOKLYN HEIGHTS,3002320001
7648,7.3,20.35,95.42,BROOKLYN HEIGHTS,3002340008
7650,6.99,22.97,105.56,BROOKLYN HEIGHTS,3002340059
7651,7.35,22.83,108.27,BROOKLYN HEIGHTS,3002350004
7652,3.36,17.22,97.42,BROOKLYN HEIGHTS,3002350015
7653,7.76,20.46,92.92,BROOKLYN HEIGHTS,3002350020
7654,7.01,23.02,103.67,BROOKLYN HEIGHTS,3002350028
7655,7.37,20.54,96.48,BROOKLYN HEIGHTS,3002350044
7656,7.6,17.0,65.8,BROOKLYN HEIGHTS,3002350052
7657,7.0,23.0,113.81,BROOKLYN HEIGHTS,3002360001
7659,7.41,23.0,112.16,BROOKLYN HEIGHTS,3002360018
7660,9.54,20.34,78.96,BROOKLYN HEIGHTS,3002360078
7661,7.61,21.18,99.97,BROOKLYN HEIGHTS,3002360112
7662,9.5,24.03,109.38,BROOKLYN HEIGHTS,3002360133
7663,7.34,22.8,115.38,BROOKLYN HEIGHTS,3002370008
7664,7.36,22.84,115.64,BROOKLYN HEIGHTS,3002370017
7665,10.22,24.46,107.55,BROOKLYN HEIGHTS,3002380006
7666,7.42,20.67,97.2,BROOKLYN HEIGHTS,3002380024
7667,3.58,22.71,142.76,BROOKLYN HEIGHTS,3002380026
7668,8.38,21.69,66.45,BROOKLYN HEIGHTS,3002380035
7669,8.88,23.0,105.65,BROOKLYN HEIGHTS,3002380065
7670,9.53,20.32,78.87,BROOKLYN HEIGHTS,3002410001
7671,7.45,23.12,104.59,BROOKLYN HEIGHTS,3002410008
7672,8.29,20.71,91.13,BROOKLYN HEIGHTS,3002410012
7673,7.49,20.86,98.21,BROOKLYN HEIGHTS,3002410028
7674,9.84,26.56,123.44,BROOKLYN HEIGHTS,3002410036
7676,7.02,23.08,106.11,BROOKLYN HEIGHTS,3002420027
7677,7.73,30.71,119.49,BROOKLYN HEIGHTS,3002470009
7678,9.85,26.57,127.32,BROOKLYN HEIGHTS,3002470027
7682,7.49,23.22,89.69,BROOKLYN HEIGHTS,3002510055
7683,9.04,23.9,80.11,BROOKLYN HEIGHTS,3002520008
7684,6.76,22.37,116.15,BROOKLYN HEIGHTS,3002530053
7685,6.98,22.96,109.29,BROOKLYN HEIGHTS,3002530057
7686,7.48,20.84,98.13,BROOKLYN HEIGHTS,3002530061
7687,7.06,23.17,89.8,BROOKLYN HEIGHTS,3002540001
7689,7.53,18.95,82.19,BROOKLYN HEIGHTS,3002540019
7690,8.08,21.23,87.18,BROOKLYN HEIGHTS,3002540062
7691,9.52,28.26,101.35,BROOKLYN HEIGHTS,3002550025
7692,11.29,26.88,118.64,BROOKLYN HEIGHTS,3002580106
7693,11.16,26.57,117.34,BROOKLYN HEIGHTS,3002590047
7694,9.96,27.16,130.99,BROOKLYN HEIGHTS,3002610018
7695,11.25,26.77,118.12,BROOKLYN HEIGHTS,3002620055
7696,8.59,27.48,130.23,BROOKLYN HEIGHTS,3002640010
7697,7.13,23.37,84.18,BROOKLYN HEIGHTS,3002640017
7698,7.37,19.97,91.72,BROOKLYN HEIGHTS,3002650001
7699,8.04,24.1,84.88,DOWNTOWN-FULTON MALL,3002660012
7702,7.93,20.88,85.55,DOWNTOWN-FULTON MALL,3002710047
7703,9.09,27.08,136.9,BROOKLYN HEIGHTS,3002760028
7704,10.77,26.58,120.48,BOERUM HILL,3002790035
7707,8.77,26.94,138.41,COBBLE HILL,3002910043
7708,6.34,23.54,129.1,COBBLE HILL,3002920016
7709,9.95,27.15,130.93,COBBLE HILL,3002920049
7710,11.22,26.7,117.89,COBBLE HILL,3002920050
7711,7.74,23.6,93.82,COBBLE HILL,3003020009
7712,9.89,20.58,78.3,COBBLE HILL,3003020058
7713,9.08,21.51,91.83,CARROLL GARDENS,3003550030
7714,9.21,21.81,86.36,CARROLL GARDENS,3004760001
7715,5.83,16.48,74.02,SUNSET PARK,3007190037
7721,7.9,19.46,34.83,SUNSET PARK,3007390030
7726,6.93,19.83,86.36,SUNSET PARK,3007570039
7727,6.36,15.49,62.31,SUNSET PARK,3007580037
7728,6.36,15.49,62.31,SUNSET PARK,3007580048
7731,5.4,11.02,34.03,SUNSET PARK,3009170048
7784,10.85,32.88,167.78,PARK SLOPE,3010680004
7799,4.86,14.06,60.94,PARK SLOPE,3010810005
7810,5.37,25.45,113.4,PARK SLOPE,3011000027
7816,5.47,25.82,83.76,WINDSOR TERRACE,3011060014
7883,3.36,8.72,30.13,CROWN HEIGHTS,3012270068
7893,4.66,11.97,37.81,CROWN HEIGHTS,3012610058
7904,6.68,14.17,49.67,CROWN HEIGHTS,3013470054
7912,5.42,9.97,26.25,CROWN HEIGHTS,3013870052
7913,7.75,15.15,47.47,CROWN HEIGHTS,3013900075
7922,9.21,18.55,55.63,OCEAN HILL,3014990020
7962,7.38,14.11,44.65,FORT GREENE,3020070001
7975,8.14,20.72,92.27,WILLIAMSBURG-SOUTH,3021310026
7979,3.11,9.13,29.04,WILLIAMSBURG-CENTRAL,3021690019
7981,6.54,22.28,117.0,WILLIAMSBURG-EAST,3022750101
7983,3.38,12.41,57.2,WILLIAMSBURG-NORTH,3023380023
7991,10.4,25.9,89.68,WILLIAMSBURG-SOUTH,3024180005
8010,7.09,19.68,91.38,GREENPOINT,3025690035
8011,9.16,18.15,49.04,GREENPOINT,3026880034
8018,5.98,16.3,66.67,WILLIAMSBURG-EAST,3030450017
8019,6.93,13.47,42.66,WILLIAMSBURG-EAST,3030600075
8020,5.17,12.99,50.38,WILLIAMSBURG-EAST,3030970011
8032,6.26,10.4,24.45,BROWNSVILLE,3036340001
8037,7.6,15.26,36.11,EAST NEW YORK,3043290001
8045,3.41,7.64,24.97,FLATBUSH-EAST,3049050017
8047,3.85,8.73,28.78,FLATBUSH-EAST,3049060065
8063,7.18,17.64,46.0,FLATBUSH-CENTRAL,3050720003
8087,7.35,12.09,29.74,FLATBUSH-CENTRAL,3052090022
8090,6.87,13.58,43.26,FLATBUSH-CENTRAL,3052160060
8094,4.25,11.93,19.13,FLATBUSH-CENTRAL,3052190040
8097,5.6,13.08,24.44,FLATBUSH-CENTRAL,3052410006
8100,5.99,12.25,25.46,FLATBUSH-CENTRAL,3052460001
8104,5.97,12.21,26.65,FLATBUSH-CENTRAL,3052470016
8111,6.35,18.1,35.75,WINDSOR TERRACE,3052680084
8112,6.35,18.11,35.73,WINDSOR TERRACE,3052680087
8113,6.35,18.11,35.69,WINDSOR TERRACE,3052680089
8114,7.28,17.88,35.7,WINDSOR TERRACE,3052750036
8115,4.93,12.06,26.09,WINDSOR TERRACE,3052790019
8132,2.74,6.09,19.76,KENSINGTON,3053360082
8136,3.87,7.9,23.81,KENSINGTON,3053380075
8138,4.3,8.25,23.37,KENSINGTON,3053390061
8141,4.8,12.56,39.21,OCEAN PARKWAY-NORTH,3053560042
8153,6.17,13.59,48.57,OCEAN PARKWAY-NORTH,3053760058
8162,5.02,11.95,43.27,OCEAN PARKWAY-NORTH,3053920001
8172,4.57,11.39,41.82,BOROUGH PARK,3054400010
8203,12.71,19.28,47.47,BAY RIDGE,3058510033
8223,8.38,17.97,68.14,BAY RIDGE,3059250053
8224,4.53,13.13,55.62,BAY RIDGE,3059280001
8225,7.56,15.73,56.04,BAY RIDGE,3059290058
8226,4.52,13.89,61.79,BAY RIDGE,3059380015
8227,2.59,11.2,52.36,BAY RIDGE,3059380047
8228,3.41,11.49,49.06,BAY RIDGE,3059390006
8229,11.96,21.13,67.54,BAY RIDGE,3059410006
8230,4.42,13.25,57.32,BAY RIDGE,3059510001
8233,2.75,11.87,56.74,BAY RIDGE,3059680056
8244,2.87,9.36,38.33,BAY RIDGE,3060400001
8245,10.13,19.42,67.24,BAY RIDGE,3060440072
8251,3.37,8.54,30.56,BAY RIDGE,3060990001
8252,2.18,9.99,45.2,BAY RIDGE,3060990013
8263,8.06,17.92,70.0,BAY RIDGE,3061150001
8286,5.27,10.74,32.71,BENSONHURST,3062770001
8287,4.28,10.52,36.95,BENSONHURST,3062860001
8293,12.4,20.95,62.85,BENSONHURST,3063290067
8295,11.65,20.61,65.67,BENSONHURST,3063440033
8304,7.9,15.21,49.61,BATH BEACH,3064590006
8306,5.34,10.36,29.55,BATH BEACH,3064630143
8307,6.03,11.75,35.51,BATH BEACH,3064640001
8308,5.97,11.79,36.17,BATH BEACH,3064800006
8309,5.89,11.62,35.4,BATH BEACH,3064850003
8315,5.07,12.65,48.37,OCEAN PARKWAY-NORTH,3065030020
8316,5.48,13.0,48.44,OCEAN PARKWAY-NORTH,3065030030
8324,5.37,9.11,22.09,OCEAN PARKWAY-NORTH,3065320057
8330,5.74,11.48,35.27,GRAVESEND,3065760043
8331,5.75,11.49,35.3,GRAVESEND,3065760048
8332,6.63,13.51,28.5,GRAVESEND,3065800008
8334,7.94,16.64,35.11,GRAVESEND,3066000086
8340,7.08,16.54,54.6,OCEAN PARKWAY-SOUTH,3066810035
8345,3.96,9.78,34.35,FLATBUSH-CENTRAL,3066900045
8346,9.2,18.18,46.49,FLATBUSH-CENTRAL,3066940046
8348,5.53,13.22,49.91,MIDWOOD,3067000026
8349,4.2,11.47,44.67,MIDWOOD,3067000038
8350,3.94,11.35,45.32,MIDWOOD,3067010047
8351,4.05,11.5,45.81,MIDWOOD,3067010064
8356,5.0,10.7,34.01,MIDWOOD,3067300001
8362,4.65,9.34,27.71,MIDWOOD,3067480052
8402,5.67,13.9,49.26,OCEAN PARKWAY-SOUTH,3070890062
8403,6.44,14.06,50.44,OCEAN PARKWAY-SOUTH,3071040144
8414,6.65,14.69,53.99,OCEAN PARKWAY-SOUTH,3072230027
8477,4.81,11.38,40.24,FLATBUSH-EAST,3075590023
8478,6.31,13.42,45.55,FLATBUSH-EAST,3075590051
8479,6.35,12.9,42.08,FLATBUSH-EAST,3075590059
8485,4.67,9.41,27.95,FLATBUSH-EAST,3075790029
8488,2.3,5.72,20.24,FLATBUSH-EAST,3076300012
8489,3.3,8.89,32.99,MARINE PARK,3076540014
8491,4.98,9.3,25.47,MIDWOOD,3076740021
8492,5.08,12.43,46.61,MIDWOOD,3076800001
8493,6.2,13.31,46.23,MIDWOOD,3076810010
8494,5.24,12.44,45.63,MIDWOOD,3076820016
8495,4.32,12.59,43.66,MADISON,3076900082
8496,6.3,12.21,36.74,FLATLANDS,3077760026
8497,6.33,11.9,34.74,FLATLANDS,3077770026
8498,6.32,12.06,35.77,FLATLANDS,3077780024
8499,5.33,11.33,36.69,FLATLANDS,3077790022
8500,5.29,12.04,41.22,FLATLANDS,3077800008
8503,5.17,13.8,55.81,CANARSIE,3082350289
8504,5.17,13.15,51.63,CANARSIE,3082350315
8524,5.7,12.17,40.67,BRIGHTON BEACH,3086890045
8525,7.67,17.98,73.3,BRIGHTON BEACH,3086890055
8595,7.25,13.88,43.71,ASTORIA,4005570003
8608,7.73,15.7,54.61,ASTORIA,4008900001
8623,7.18,12.97,37.26,WOODSIDE,4012380025
8795,6.51,12.37,37.1,ELMHURST,4015180023
9052,8.4,17.43,63.67,FOREST HILLS,4033410024
9264,7.06,15.4,56.81,FLUSHING-SOUTH,4064820003
9265,6.85,15.25,47.06,FLUSHING-SOUTH,4064820100
9266,6.94,15.23,47.27,FLUSHING-SOUTH,4064840002
9267,7.57,15.52,47.31,FLUSHING-SOUTH,4064850003
9268,6.87,15.09,55.62,FLUSHING-SOUTH,4064930003
9269,7.73,14.28,43.57,FLUSHING-SOUTH,4064940003
9272,6.98,15.16,55.46,FLUSHING-SOUTH,4065370028
9273,6.95,15.2,55.92,FLUSHING-SOUTH,4065400003
9274,6.93,15.19,47.32,FLUSHING-SOUTH,4065420003
9275,7.55,16.15,47.32,FLUSHING-SOUTH,4065740002
9276,7.62,16.34,47.45,FLUSHING-SOUTH,4065740005
9277,7.64,16.35,47.32,FLUSHING-SOUTH,4065740016
9278,7.61,16.34,47.4,FLUSHING-SOUTH,4065740030
9279,6.95,15.2,55.96,FLUSHING-SOUTH,4065870006
9280,6.96,15.21,47.41,FLUSHING-SOUTH,4066070001
9281,6.89,14.96,54.49,FLUSHING-SOUTH,4066090007
9282,6.91,15.06,55.17,FLUSHING-SOUTH,4066280001
9283,7.19,12.86,36.37,FLUSHING-SOUTH,4066300015
9284,6.76,13.68,44.45,FLUSHING-SOUTH,4066300030
9285,6.95,15.08,55.03,FLUSHING-SOUTH,4066310001
9286,6.96,15.1,55.06,FLUSHING-SOUTH,4066320001
9287,6.98,15.11,55.07,FLUSHING-SOUTH,4066330001
9288,7.57,15.52,54.3,FLUSHING-SOUTH,4066560063
9307,9.61,20.32,78.25,FLUSHING-SOUTH,4067890015
9308,12.81,20.79,58.59,FLUSHING-SOUTH,4067900001
9309,7.09,16.67,66.77,FLUSHING-SOUTH,4067910001
9310,7.49,16.55,63.01,FLUSHING-SOUTH,4067910025
9311,7.25,15.08,53.01,FLUSHING-SOUTH,4067920600
9313,7.49,18.47,77.09,FLUSHING-SOUTH,4068520011
9341,7.89,19.28,68.26,OAKLAND GARDENS,4077540003
9363,11.57,20.45,64.98,DOUGLASTON,4082760002
9364,9.78,19.88,73.46,DOUGLASTON,4082760010
9365,9.77,19.91,73.78,DOUGLASTON,4082760020
9366,9.76,19.85,73.43,DOUGLASTON,4082760030
9368,9.63,19.59,72.24,DOUGLASTON,4083060004
9372,7.54,13.56,39.38,LITTLE NECK,4083580001
9415,7.25,16.75,61.89,RICHMOND HILL,4094260054
9450,4.56,12.2,48.07,JAMAICA,4098350003
9451,3.82,11.43,46.68,JAMAICA,4098360022
9452,5.47,12.27,42.92,JAMAICA,4098370044
9466,4.83,13.38,55.69,JAMAICA,4102120033
9479,4.96,11.69,41.66,HOWARD BEACH,4114310015
9486,6.57,14.51,52.26,HOWARD BEACH,4114460001
9523,8.94,17.67,61.85,BELLE HARBOR,4162500001
9524,3.57,8.44,29.84,NEW BRIGHTON-ST. GEORGE,5000010216
9526,5.42,10.52,30.13,NEW BRIGHTON,5000030001
9527,5.57,12.36,42.97,NEW BRIGHTON-ST. GEORGE,5000100019
9532,10.87,17.98,50.56,WEST NEW BRIGHTON,5001300049
9538,3.71,7.67,23.4,ARROCHAR-SHORE ACRES,5028330031
9542,3.77,6.95,17.9,ROSEBANK,5029860012
9892,11.36,47.79,277.79,GREENWICH VILLAGE-WEST,1005880048
9907,9.88,20.16,75.08,GREENWICH VILLAGE-WEST,1006040014
9970,7.19,16.79,66.99,GREENWICH VILLAGE-WEST,1006360060
11183,9.8,35.97,199.54,UPPER EAST SIDE (79-96),1015000009
11884,5.86,13.27,48.1,WASHINGTON HEIGHTS LOWER,1021260001
11971,5.11,10.71,36.14,INWOOD,1022150042
12048,7.67,12.03,27.33,MOTT HAVEN/PORT MORRIS,2026000131
12404,10.62,24.28,103.22,BROOKLYN HEIGHTS,3002260035
12424,9.48,22.28,95.29,BROOKLYN HEIGHTS,3002360088
12433,9.43,21.45,88.84,BROOKLYN HEIGHTS,3002380061
12476,13.63,28.24,111.36,BOERUM HILL,3003850060
12559,9.34,15.49,42.07,PARK SLOPE,3010890064
12937,3.37,12.43,57.5,BAY RIDGE,3059300001
12993,7.43,12.43,31.71,BENSONHURST,3062860043
13911,9.4,16.85,52.1,GRYMES HILL,5005970120
14069,15.56,44.66,232.82,LITTLE ITALY,1004710031
14234,11.28,21.17,74.51,GREENWICH VILLAGE-WEST,1006030001
14291,20.12,49.82,237.66,GREENWICH VILLAGE-WEST,1006370025
14775,10.33,23.38,99.57,UPPER WEST SIDE (79-96),1012060023
15611,9.07,35.71,211.68,UPPER EAST SIDE (79-96),1015540013
15691,12.26,35.22,182.44,HARLEM-EAST,1016160049
15692,9.19,16.44,51.82,HARLEM-EAST,1016210061
15718,12.12,27.13,116.88,HARLEM-CENTRAL,1018200002
15774,9.12,25.38,125.73,UPPER WEST SIDE (96-116),1018760049
15941,9.3,16.57,52.13,HARLEM-UPPER,1020870101
16102,8.11,13.63,36.87,HIGHBRIDGE/MORRIS HEIGHTS,2025240012
16154,5.53,11.19,35.95,MORRISANIA/LONGWOOD,2029350010
16155,5.53,11.19,35.95,MORRISANIA/LONGWOOD,2029350012
16160,8.29,13.3,33.78,MORRISANIA/LONGWOOD,2029620052
16161,9.07,14.93,40.91,MORRISANIA/LONGWOOD,2029620054
16451,6.2,13.8,51.86,RED HOOK,3005760012
16452,6.19,13.88,52.58,RED HOOK,3005760024
16453,4.47,11.95,48.66,RED HOOK,3005970009
16717,8.92,14.77,40.71,WILLIAMSBURG-EAST,3030580001
17943,8.97,15.28,44.35,HOWARD BEACH,4139430001
18069,7.36,30.7,186.8,ALPHABET CITY,1003790048
18159,20.36,55.61,282.07,EAST VILLAGE,1004648048
18570,11.37,42.31,247.53,MURRAY HILL,1008670029
18771,16.74,46.73,240.0,CLINTON,1010640057
19005,11.98,35.49,188.11,UPPER WEST SIDE (79-96),1012200012
19795,8.54,20.73,94.39,UPPER EAST SIDE (79-96),1015440019
19959,12.82,27.78,119.71,HARLEM-EAST,1016560001
19968,7.45,14.89,52.95,HARLEM-CENTRAL,1017170069
19969,9.84,16.95,52.57,HARLEM-CENTRAL,1017180025
20198,6.68,13.16,46.02,HARLEM-WEST,1019880039
20199,12.08,23.74,92.25,HARLEM-WEST,1019880042
20287,12.21,20.7,65.66,HARLEM-UPPER,1020790037
20334,6.56,16.4,72.03,WASHINGTON HEIGHTS LOWER,1021160045
20474,8.48,15.09,47.26,MELROSE/CONCOURSE,2024430170
20530,8.96,14.15,36.36,MORRISANIA/LONGWOOD,2027070030
20576,9.46,15.1,40.33,MORRISANIA/LONGWOOD,2029350008
20601,8.16,18.88,81.38,EAST TREMONT,2030800041
20724,10.5,17.56,52.69,SOUNDVIEW,2037400005
21107,7.63,13.08,37.13,OCEAN HILL,3014330043
21186,12.32,18.56,47.2,WILLIAMSBURG-EAST,3030770001
21187,12.32,18.56,47.2,WILLIAMSBURG-EAST,3030780001
21231,6.25,11.68,35.42,FLATBUSH-CENTRAL,3050720012
21253,9.3,16.59,53.56,FLATBUSH-CENTRAL,3051890004
22735,17.65,47.71,240.44,SOHO,1004870012
22736,18.86,47.73,230.92,SOHO,1004870016
22805,11.22,53.43,337.64,GREENWICH VILLAGE-CENTRAL,1005300062
22949,21.25,70.01,390.04,GREENWICH VILLAGE-WEST,1006240022
22950,21.21,64.67,347.64,GREENWICH VILLAGE-WEST,1006240023
23185,16.84,56.12,314.25,GRAMERCY,1008770013
23309,13.7,33.36,157.25,MIDTOWN WEST,1010330046
23592,12.26,34.76,179.96,UPPER WEST SIDE (79-96),1012200013
23603,9.17,18.45,70.16,UPPER WEST SIDE (79-96),1012250039
23855,20.43,64.02,348.69,UPPER EAST SIDE (59-79),1013760015
24386,14.51,31.26,134.0,HARLEM-CENTRAL,1015940007
24451,15.11,33.57,147.68,HARLEM-CENTRAL,1018260052
24502,12.35,34.57,177.79,UPPER WEST SIDE (96-116),1018630002
24529,13.26,24.27,88.08,UPPER WEST SIDE (96-116),1018790041
24642,9.52,22.15,99.8,HARLEM-WEST,1019880052
24643,7.89,16.49,63.02,HARLEM-WEST,1019880088
24688,10.37,20.1,75.21,HARLEM-UPPER,1020670043
24707,7.68,16.53,64.87,HARLEM-UPPER,1020790044
